,Review,Rating
28,"[[('maravilh', 'ADJ')], [('conteúd', 'NOUN'), ('incr', 'ADJ'), ('fácil', 'ADJ'), ('acess', 'NOUN'), ('matér', 'NOUN'), ('fal', 'VERB'), ('aul', 'NOUN'), ('meg', 'NOUN'), ('divert', 'VERB'), ('lev', 'VERB'), ('á', 'NOUN'), ('pens', 'VERB'), ('alt', 'ADJ'), ('busc', 'VERB'), ('conhec', 'NOUN')]]",5
29,"[[('conteúd', 'NOUN'), ('é', 'VERB'), ('maravilh', 'ADJ'), ('reclam', 'VERB'), ('deix', 'VERB'), ('desej', 'VERB')], [('é', 'VERB'), ('confus', 'NOUN'), ('faltam-lh', 'VERB'), ('opç', 'NOUN'), ('exist', 'VERB'), ('sit', 'NOUN'), ('comput', 'NOUN')]]",2
30,"[[('profes', 'NOUN'), ('divert', 'VERB'), ('bom', 'ADJ')], [('plan', 'NOUN'), ('estud', 'NOUN'), ('é', 'VERB'), ('bagunç', 'VERB')], [('falt', 'VERB'), ('ativ', 'NOUN')]]",3
31,"[[('car', 'NOUN'), ('f*d', 'NOUN'), ('assist', 'NOUN'), ('aul', 'NOUN'), ('plan', 'NOUN'), ('falt', 'NOUN'), ('temp', 'NOUN'), ('experi', 'NOUN'), ('mit', 'NOUN'), ('mai', 'ADJ'), ('odinh', 'NOUN'), ('biolog', 'NOUN'), ('vou', 'VERB'), ('dar', 'VERB'), ('beij', 'NOUN'), ('figurass', 'VERB'), ('hah', 'NOUN')]]",5
32,"[[('app', 'NOUN'), ('maravilh', 'ADJ'), ('prof', 'NOUN'), ('maravilh', 'NOUN'), ('iss', 'NOUN'), ('é', 'VERB'), ('famíl', 'NOUN'), ('descompl', 'VERB')]]",5
33,"[[('apaixon', 'VERB'), ('❤❤❤', 'NOUN'), ('obrig', 'VERB'), ('descompl', 'NOUN')]]",5
34,"[[('demaissdss', 'NOUN')]]",5
35,"[[('ótim', 'VERB'), ('profes', 'NOUN'), ('aul', 'NOUN'), ('incri', 'ADJ'), ('disponibil', 'NOUN'), ('horari', 'NOUN')], [('pont', 'NOUN'), ('interess', 'ADJ'), ('é', 'VERB'), ('acess', 'NOUN'), ('conhec', 'NOUN'), ('val', 'NOUN'), ('acessi', 'ADJ'), ('obrig', 'VERB'), ('inici', 'NOUN'), ('descompl', 'NOUN')], [('conhec', 'NOUN'), ('promov', 'VERB'), ('inici', 'NOUN'), ('bem', 'NOUN'), ('desenvolv', 'NOUN')]]",5
36,"[[('rub', 'NOUN'), ('oda', 'NOUN'), ('escolh', 'VERB'), ('am', 'NOUN')]]",5
37,"[[('conteúd', 'NOUN'), ('excel', 'NOUN')], []]",5
38,"[[('i', 'ADJ'), ('lov', 'NOUN'), ('descompl', 'NOUN')]]",5
39,"[[('aul', 'NOUN'), ('organiz', 'NOUN'), ('ótim', 'NOUN'), ('pag', 'NOUN'), ('problem', 'NOUN'), ('cobranç', 'NOUN')]]",3
40,"[[('app', 'NOUN'), ('é', 'VERB'), ('bom', 'ADJ'), ('assist', 'NOUN'), ('péss', 'ADJ'), ('tent', 'VERB'), ('cancel', 'VERB'), ('plan', 'NOUN'), ('faz', 'VERB'), ('dia', 'NOUN'), ('resolv', 'VERB')]]",1
41,"[[('trag', 'VERB'), ('conteúd', 'NOUN'), ('sit', 'NOUN'), ('pro', 'NOUN'), ('facilit', 'VERB'), ('vid', 'NOUN')]]",4
42,"[[('bom', 'ADJ')]]",5
43,"[[('aplic', 'ADJ'), ('excel', 'ADJ'), ('profes', 'NOUN'), ('incr', 'ADJ'), ('deix', 'VERB'), ('desej', 'VERB'), ('aus', 'NOUN'), ('opç', 'NOUN'), ('baix', 'VERB'), ('aul', 'NOUN'), ('cart', 'NOUN'), ('sd', 'NOUN')], [('pod', 'VERB'), ('disponibil', 'VERB'), ('exercíci', 'NOUN'), ('sit', 'NOUN'), ('app', 'NOUN')]]",4
44,"[[('aplic', 'ADJ'), ('conteúd', 'NOUN'), ('plataform', 'NOUN'), ('é', 'VERB'), ('ótim', 'ADJ')], [('interfac', 'NOUN'), ('red', 'NOUN'), ('grand', 'ADJ'), ('ajud', 'NOUN'), ('ser', 'VERB'), ('feit', 'VERB'), ('red', 'NOUN'), ('deix', 'VERB'), ('tem', 'NOUN'), ('vis', 'ADJ'), ('torna-s', 'NOUN'), ('complic', 'VERB'), ('ir', 'VERB'), ('naveg', 'NOUN'), ('escolh', 'VERB'), ('tem', 'NOUN')], [('é', 'VERB'), ('ótim', 'ADJ')]]",5
45,"[[('top', 'NOUN')], [('otimiz', 'VERB')]]",5
46,"[[('precis', 'VERB'), ('traz', 'VERB'), ('modul', 'NOUN'), ('red', 'NOUN'), ('tem', 'NOUN'), ('correç', 'NOUN'), ('etc..', 'NOUN'), ('igual', 'ADJ'), ('sit', 'NOUN')]]",4
47,"[[('dinâm', 'ADJ'), ('pont', 'NOUN'), ('demarc', 'VERB'), ('opç', 'NOUN'), ('aul', 'NOUN'), ('mater', 'NOUN'), ('apoi', 'NOUN'), ('baix', 'VERB'), ('pequen', 'ADJ')], [('abr', 'NOUN'), ('aul', 'NOUN'), ('consegu', 'VERB'), ('selec', 'VERB'), ('funç', 'NOUN'), ('dificult', 'NOUN'), ('uso', 'NOUN'), ('dia', 'NOUN'), ('dia', 'NOUN')]]",5
48,"[[('amo', 'VERB'), ('curs', 'NOUN'), ('faz', 'VERB'), ('red', 'NOUN'), ('us', 'VERB'), ('aplic', 'ADJ')]]",4
49,"[[('exercici', 'NOUN')]]",3
50,"[[('tem', 'VERB'), ('profes', 'NOUN'), ('encri', 'ADJ')]]",5
51,"[[('topst', 'VERB')]]",5
52,"[[('aplic', 'ADJ'), ('é', 'VERB'), ('útil', 'ADJ')], [('not', 'VERB')]]",5
53,"[[('melhor', 'ADJ'), ('curs', 'NOUN'), ('mund', 'NOUN')], [('amo', 'VERB'), ('descompl', 'NOUN'), ('😍', 'NOUN')]]",5
54,"[[('ótim', 'ADJ'), ('app', 'NOUN'), ('func', 'VERB')], [('satisfeit', 'VERB')]]",5
55,"[[('quer', 'VERB'), ('sab', 'VERB'), ('hor', 'NOUN'), ('aul', 'NOUN'), ('viv', 'ADJ'), ('hor', 'NOUN'), ('brasíl', 'NOUN')]]",5
56,"[[('ador', 'VERB'), ('plataform', 'NOUN'), ('consig', 'VERB'), ('baix', 'VERB'), ('mater', 'NOUN'), ('apoi', 'NOUN'), ('celul', 'ADJ'), ('poss', 'VERB'), ('acess', 'VERB'), ('celul', 'ADJ')]]",4
57,"[[('est', 'VERB'), ('us', 'VERB'), ('plataform', 'NOUN'), ('estud', 'VERB')], [('gost', 'VERB'), ('disponibiliz', 'VERB'), ('cois', 'NOUN'), ('sit', 'NOUN'), ('cois', 'NOUN'), ('red', 'NOUN'), ('ativ', 'NOUN')]]",5
58,"[[('aplic', 'ADJ'), ('trist', 'NOUN'), ('ter', 'VERB'), ('temp', 'NOUN'), ('aprove', 'VERB'), ('módul', 'NOUN'), ('dispon', 'ADJ'), ('man', 'NOUN'), ('proveit', 'ADJ')]]",5
59,"[[('mt', 'NOUN'), ('bom', 'ADJ'), ('ótim', 'NOUN'), ('aul', 'NOUN')]]",5
60,"[[('é', 'VERB'), ('bonit', 'ADJ'), ('func', 'NOUN'), ('proporc', 'NOUN'), ('ux', 'NOUN'), ('boa', 'ADJ')], [('dou', 'NOUN'), ('sugest', 'NOUN'), ('selec', 'VERB'), ('qual', 'NOUN'), ('qu', 'VERB'), ('baix', 'VERB'), ('aul', 'NOUN')]]",5
61,"[[('ótim', 'ADJ'), ('possibil', 'NOUN'), ('aceler', 'VERB'), ('víde', 'NOUN'), ('ajud', 'NOUN'), ('reve', 'NOUN'), ('víde', 'NOUN'), ('aul', 'NOUN')]]",4
62,"[[('redesign', 'NOUN'), ('garant', 'VERB'), ('app', 'NOUN'), ('fic', 'VERB'), ('men', 'ADJ'), ('prát', 'ADJ'), ('precis', 'VERB'), ('otimiz', 'NOUN'), ('vez', 'NOUN'), ('tr', 'VERB'), ('conteúd', 'NOUN'), ('cronogram', 'NOUN')], [('sent', 'VERB'), ('falt', 'NOUN'), ('tbm', 'NOUN'), ('cor', 'NOUN'), ('identific', 'VERB'), ('matér', 'NOUN')], [('insist', 'NOUN'), ('tbm', 'NOUN'), ('ter', 'VERB'), ('opç', 'NOUN'), ('guard', 'VERB'), ('cach', 'NOUN'), ('víde', 'NOUN'), ('baix', 'VERB'), ('microsd', 'NOUN'), ('telefon', 'NOUN'), ('netflix', 'NOUN'), ('deez', 'VERB')], [('amo', 'VERB'), ('vc', 'NOUN')], [('&', 'NOUN'), ('lt', 'NOUN')]]",4
63,"[[('nov', 'ADJ'), ('design', 'NOUN'), ('verd', 'ADJ'), ('gost', 'VERB'), ('dess', 'VERB'), ('model', 'NOUN'), ('nov', 'ADJ'), ('pod', 'VERB'), ('mant', 'VERB'), ('cor', 'NOUN'), ('antig', 'ADJ'), ('matér', 'NOUN'), ('gost', 'VERB'), ('desenh', 'NOUN'), ('rs', 'NOUN'), ('play', 'NOUN'), ('veloc', 'NOUN'), ('1.25', 'NOUN'), ('útil', 'ADJ')]]",4
64,"[[('há', 'VERB'), ('problem', 'NOUN'), ('reforç', 'NOUN'), ('engenh', 'NOUN'), ('aul', 'NOUN'), ('acess', 'NOUN')], [('aparec', 'VERB'), ('tel', 'NOUN'), ('conteúd', 'NOUN')]]",4
65,"[[('plataform', 'NOUN'), ('é', 'VERB'), ('maravilh', 'ADJ')], []]",5
66,"[[('prim', 'ADJ'), ('vez', 'NOUN')]]",5
67,"[[('bom', 'ADJ'), ('gost', 'VERB')]]",5
68,"[[('olá', 'NOUN')], [('gost', 'VERB'), ('ajud', 'NOUN')], [('consig', 'VERB'), ('acess', 'VERB'), ('cont', 'VERB'), ('aplic', 'ADJ')]]",2
69,"[[('perfeit', 'NOUN')]]",5
70,"[[('aplic', 'ADJ'), ('excel', 'ADJ'), ('aul', 'NOUN'), ('viv', 'ADJ'), ('profes', 'NOUN'), ('maravilh', 'NOUN'), ('💖😊', 'NOUN'), ('amandooo', 'NOUN')]]",5
71,"[[('consig', 'VERB'), ('entr', 'VERB'), ('cont', 'VERB')]]",1
72,"[[('consig', 'VERB'), ('acess', 'VERB'), ('matér', 'NOUN'), ('víde', 'NOUN'), ('baix', 'VERB')]]",1
73,"[[('func', 'VERB')], [('aul', 'NOUN'), ('rod', 'VERB'), ('dá', 'VERB'), ('err', 'NOUN')], [('abr', 'VERB'), ('aul', 'NOUN'), ('fic', 'VERB'), ('trav', 'VERB'), ('olh', 'VERB'), ('internet', 'NOUN'), ('é', 'VERB'), ('10mb', 'NOUN'), ('celul', 'ADJ'), ('mot', 'NOUN'), ('g5', 'NOUN')]]",1
74,"[[('é', 'VERB'), ('bom', 'ADJ'), ('liv', 'NOUN'), ('tr', 'VERB'), ('demal', 'NOUN')]]",3
75,"[[('é', 'VERB'), ('bom', 'ADJ'), ('inferi', 'ADJ'), ('compar', 'VERB'), ('sit', 'NOUN')], [('plataform', 'NOUN'), ('descompl', 'NOUN'), ('atend', 'NOUN'), ('atenci', 'ADJ'), ('pec', 'VERB'), ('vez', 'NOUN')]]",4
76,"[[('desorgan', 'VERB'), ('bug', 'NOUN'), ('sit', 'NOUN'), ('app', 'NOUN')]]",3
77,"[[('awesom', 'NOUN')]]",5
78,"[[('ótim', 'ADJ'), ('equip', 'NOUN'), ('vc', 'NOUN')], [('deix', 'VERB'), ('desej', 'VERB'), ('dá', 'VERB'), ('mand', 'VERB'), ('red', 'NOUN'), ('diret', 'ADJ'), ('trav', 'VERB')]]",4
79,"[[('app', 'NOUN'), ('perfeit', 'ADJ')], [('aul', 'NOUN'), ('dinâm', 'NOUN'), ('equip', 'NOUN'), ('profes', 'NOUN'), ('not', 'NOUN')], [('recomendo.❤', 'NOUN')]]",5
80,"[[('i', 'ADJ'), ('lov', 'NOUN'), ('thil', 'NOUN')], [('now', 'NOUN'), ('i', 'NOUN'), ('can', 'NOUN'), ('study', 'NOUN'), ('to', 'NOUN'), ('get', 'NOUN'), ('my', 'NOUN'), ('biggest', 'NOUN'), ('dre', 'NOUN')]]",4
81,"[[('pod', 'VERB'), ('respond', 'VERB'), ('rápid', 'ADJ'), ('whatsapp', 'NOUN')]]",4
82,"[[('ame', 'NOUN'), ('entr', 'VERB'), ('ensin', 'NOUN'), ('médi', 'ADJ'), ('quil', 'VERB'), ('assin', 'VERB'), ('consegu', 'VERB'), ('convenc', 'VERB'), ('mãe', 'NOUN'), ('😍❤', 'NOUN')]]",5
83,"[[('compr', 'VERB'), ('plan', 'NOUN'), ('medicin', 'NOUN'), ('2017', 'NOUN'), ('continu', 'VERB'), ('pag', 'VERB'), ('2018', 'NOUN'), ('receb', 'VERB'), ('atual', 'NOUN')]]",3
84,"[[('i', 'ADJ'), ('think', 'NOUN'), ('that', 'NOUN'), ('is', 'NOUN'), ('wonderful', 'NOUN'), ('😍', 'NOUN')]]",5
85,"[[('gost', 'VERB'), ('nao', 'NOUN'), ('conteúd', 'NOUN'), ('sit', 'NOUN'), ('descompl', 'NOUN'), ('vers', 'NOUN'), ('mobil', 'NOUN')]]",4
86,"[[('profes', 'NOUN'), ('engraç', 'VERB'), ('matér', 'NOUN'), ('complet', 'ADJ'), ('exercíci', 'NOUN'), ('difícel', 'ADJ'), ('é', 'VERB'), ('aprend', 'VERB')]]",5
87,"[[('amo', 'VERB'), ('plataform', 'NOUN')]]",5
88,[[]],5
89,"[[('aplic', 'ADJ'), ('celul', 'NOUN'), ('é', 'VERB'), ('bom', 'ADJ'), ('tablet', 'NOUN'), ('é', 'VERB'), ('ruim', 'ADJ')], [('tablet', 'NOUN'), ('fic', 'VERB'), ('mod', 'NOUN'), ('retrat', 'NOUN'), ('inter', 'NOUN'), ('mod', 'NOUN'), ('multi-taref', 'NOUN'), ('us', 'VERB'), ('ver', 'VERB'), ('pdf', 'NOUN'), ('aul', 'NOUN')], [('sugest', 'NOUN'), ('mod', 'NOUN'), ('pais', 'NOUN'), ('mod', 'NOUN'), ('multitaref', 'NOUN')]]",4
90,"[[('é', 'VERB'), ('legal', 'ADJ'), ('incen', 'VERB'), ('estud', 'VERB'), ('por', 'VERB'), ('gost', 'VERB'), ('sab', 'VERB'), ('tir', 'VERB'), ('duvid', 'VERB'), ('relaça', 'NOUN'), ('mat', 'NOUN')]]",5
91,"[[('tr', 'VERB')]]",3
92,"[[('bon', 'NOUN')]]",5
93,"[[('melhor', 'ADJ'), ('aplic', 'ADJ')], []]",5
94,"[[('app', 'NOUN'), ('organiz', 'VERB'), ('víde', 'NOUN'), ('aul', 'NOUN'), ('hd', 'NOUN'), ('program', 'NOUN'), ('seman', 'NOUN')], [('descompl', 'NOUN'), ('é', 'VERB'), ('mto', 'NOUN'), ('bom', 'ADJ'), ('😍', 'NOUN')]]",5
95,"[[('prepar', 'VERB'), ('segund', 'ADJ'), ('gradu', 'NOUN'), ('voc', 'NOUN')], [('am', 'NOUN'), ('nao', 'NOUN'), ('io', 'NOUN'), ('nao', 'NOUN')]]",5
96,"[[('sugest', 'NOUN'), ('pod', 'VERB'), ('configur', 'VERB'), ('val', 'NOUN'), ('intermedi', 'NOUN'), ('veloc', 'NOUN'), ('reproduç', 'NOUN'), ('víde', 'NOUN')], [('opç', 'NOUN'), ('1.5', 'NOUN')], [('pod', 'VERB'), ('ter', 'VERB'), ('1.1', 'NOUN'), ('1.2', 'NOUN'), ('1.3', 'NOUN'), ('1.4', 'NOUN'), ('1.7', 'NOUN'), ('1.8', 'NOUN'), ('1.9', 'NOUN'), ('deix', 'VERB'), ('abert', 'VERB')], [('1.5', 'NOUN'), ('é', 'VERB'), ('rap', 'VERB'), ('ach', 'VERB'), ('lent', 'ADJ')], [('pod', 'VERB'), ('set', 'VERB'), ('configur', 'NOUN'), ('veloc', 'NOUN'), ('padr', 'NOUN'), ('execuç', 'NOUN'), ('víde', 'NOUN'), ('volt', 'VERB')], [('aul', 'NOUN'), ('dar', 'VERB'), ('possibil', 'NOUN'), ('baix', 'VERB'), ('disciplin', 'NOUN'), ('int', 'NOUN'), ('assunt', 'NOUN'), ('int', 'NOUN'), ('ter', 'VERB'), ('entr', 'VERB')]]",5
97,"[[('problem', 'NOUN'), ('faz', 'VERB'), ('login', 'NOUN'), ('chat', 'NOUN'), ('travent', 'NOUN'), ('digit', 'VERB'), ('mens', 'NOUN')]]",4
98,"[[('app', 'NOUN'), ('fácil', 'ADJ'), ('ser', 'VERB'), ('utiliz', 'VERB')], [('únic', 'ADJ'), ('cois', 'NOUN'), ('ruim', 'ADJ'), ('é', 'VERB'), ('aul', 'NOUN'), ('ord', 'NOUN'), ('cronológ', 'NOUN'), ('qu', 'VERB'), ('estud', 'VERB'), ('específ', 'ADJ'), ('é', 'VERB'), ('fácil', 'ADJ'), ('procur', 'VERB'), ('aul', 'NOUN'), ('determin', 'VERB'), ('assunt', 'NOUN')], [('aul', 'NOUN'), ('ótim', 'NOUN')]]",5
99,"[[('gosto', 'NOUN'), ('vers', 'NOUN'), ('ensin', 'NOUN'), ('médi', 'ADJ')], [('pod', 'VERB'), ('dá', 'VERB'), ('atenç', 'NOUN'), ('melhor', 'ADJ'), ('públic', 'NOUN')]]",4
